tweet,time,score,human_score
"[campus, closures, :, classes, are, cancelled, today, at, #roseville, &, amp, ;, #yubacity, due, to, poor, air, quality, from, the, #campfire, ., students, :, check, blackboard, &, amp, ;, contact, professors, if, you, have, questions, ., we'll, provide, updates, as, we, monitor, the, situation, ., we, hope, you, are, safe, and]",2018-11-15 23:48:33,,
"[air, quality, is, getting, worse, as, the, day, goes, on, ., thankfully, my, face, masks, were, delivered, this, morning, so, my, commute, in, was, bearable, ., #campfire]",2018-11-15 23:48:32,,
"[we, hit, $, 105,000, before, noon, ,, but, the, need, is, great, !, !, #campfire, victims, need, our, help, !, ', s, telethon, with, the, to, raise, money, for, them, goes, until, 7pm, ., just, call, 1-833-, go-fox, 40, .]",2018-11-15 23:48:31,,
"[apostolic, breakthrough, ministries, has, set, up, donations, for, #campfire, victims, displaced, in, sacramento, ., if, you, are, a, fire, victim, currently, in, sacramento, and, need, food, ,, pet, food, ,, clothing, ,, or, toiletries, ,, please, give, us, a, call, ., 916-509-0111, #californiafires, #californiawildfires]",2018-11-15 23:48:27,,
"[gretchen, ,, can, you, start, a, hashtag, community, similar, to, what, did, for, the, california, fire, emergency, ., so, that, all, of, yours, and, their, messages, will, reach, the, veterans, as, long, as, they, use, that, hashtag, .]",2018-11-15 23:48:22,,
"[they, did, quite, a, lot, for, the, carr, fire, as, that, was, in, redding, but, im, not, entirely, sure, about, the, camp, fire, ., i, would, presume, yes, ,, but, i, havent, been, to, a, church, service, since, it, started, so, im, not, 100, %]",2018-11-15 23:48:21,,
"[we, don't, want, him, ., he, should, take, his, lip, service, someplace, else, ., also, ,, it's, going, to, rain, so, he, may, as, well, not, bother, ., #norcal, #unlessitsraining, #campfire]",2018-11-15 23:48:20,,
"[toxic, sf, air, quality, gets, worse, [, updated, ], -, curbed, sf]",2018-11-15 23:48:19,,
"[#woolseyfire, update]",2018-11-15 23:48:19,,
"[our, donations, for, camp, fire, evacuees, were, delivered, to, the, residence, inn, last, night, for, delivery, to, the, butte, county, shelters, ., thank, you, to, all, our, team, members, who, stepped, up, to, help, others, in, need, !, you, are, truly, awesome, !]",2018-11-15 23:48:17,,
"[crews, search, for, california, fire, victims, as, list, of, missing, grows]",2018-11-15 23:48:09,,
"[..., camp, fire, carnage, has, had, berkeley, inundated, with, smoke, ., everyone, seems, in, shock, ., @, berkeley, ,, california]",2018-11-15 23:48:04,,
"[., comrades, and, were, not, impacted, by, the, fires, and, don't, care, about, who, was, ., no, one, else, in, california, wants, to, meet, with, you, ., #californiafires, #california, #campfire, #woolseyfire, #thursdaythoughts, #californiawildfires, #impeachtrump]",2018-11-15 23:48:01,,
"[evacuated, from, the, #campfire, ?, contact, your, insurer, at, their, toll, free, phone, number, #wildfires]",2018-11-15 23:48:00,,
"[#campfire, #tanisharocks, mooretown, rancheria, ,, oroville, is, distributing, supplies, to, camp, fire, victims, in, butte, county, ca, ., (, 3, alverda, ,, oroville, ), ., tanisha, williams, ,, gym, manager, ,, and, others, have, worked, non-stop, since, the, start, making, a, difference, for, those, in, need, ., bless, you, all, !]",2018-11-15 23:47:57,,
"[fundraiser, booty, camp, !, all, donations, will, go, to, directly, to, those, affected, by, the, #campfire, click, the, link, to, see, what, to, donate, [, yellow, heart, ]]",2018-11-15 23:47:56,1.0,
"[nurse, whose, tundra, was, damaged, in, camp, fire, to, get, new, truck, from, toyota, via]",2018-11-15 23:47:54,,
"[close, quarters, make, for, the, easy, spread, of, sickness, ,, which, explains, a, norovirus, outbreak, at, the, #campfire, evacuation, centers, ., #californiawildfires]",2018-11-15 23:47:54,,
"[thank, you, [, ?, ], [, ?, ], [, ?, ], [, ?, ], [, ?, ], _davidlittle, [, ?, ], [, ?, ], _sschoonover, [, ?, ], and, many, others, for, keeping, our, community, informed, ., #campfire]",2018-11-15 23:47:50,,
"[depressing, but, interesting, map, of, air, quality, across, the, bay, area, :, #campfire]",2018-11-15 23:47:35,,
"[list, :, schools, closed, in, bay, area, due, to, camp, fire, smoke]",2018-11-15 23:47:33,,
"[our, sister, ,, who, is, also, a, teacher, in, #paradise, ,, returned, from, being, evacuated, from, the, #campfire, to, find, her, home, completely, gone, ., her, dog, and, boys, are, ...]",2018-11-15 23:47:32,,
"[camp, fire, paradise, lost, to, agenda, 21, ?]",2018-11-15 23:47:22,,
"[please, help, us, and, our, co-sponsors, raise, funds, to, support, our, neighbors, up, north, who, need, our, help, amid, the, devastating, #campfire, :, #cawildfires, #paradisefire, #buttecountyfire]",2018-11-15 23:47:22,,
"[crews, search, for, california, fire, victims, as, list, of, missing, grows]",2018-11-15 23:47:16,,
"[crews, search, for, california, fire, victims, as, list, of, missing, grows]",2018-11-15 23:47:15,,
"[please, donate, to, help, this, family, rebuild, their, home, ., all, was, lost, in, the, #woolseyfire, #seminolesprings]",2018-11-15 23:47:09,,
"[animals, injured, from, ', camp, fire, ', receive, medical, treatment, from, nvadg]",2018-11-15 23:47:08,,
"[crews, search, for, california, fire, victims, as, list, of, missing, grows]",2018-11-15 23:47:08,,
"[i, live, in, northern, ca, and, i, doubt, that, he, will, show, up, here, ., we, hate, him, and, he, knows, it, ., we, have, the, worse, air, quality, today, as, a, result, of, the, camp, fire, ., if, trump, shows, up, i'm, sure, he'll, be, covered, in, plastic, .]",2018-11-15 23:47:05,,
"[disney, supports, california, wildfire, relief, efforts, $, dis, $, dia, #woolseyfire, #californiafires, #californiawildfires]",2018-11-15 23:47:04,,
"[can't, be, too, careful, today, ,, smells, like, burning, wood, over, 100, miles, from, the, #campfire, zone, ., saw, quite, a, few, people, with, masks, walking, to, the, train, ., #bayareaweather, #bayareawx]",2018-11-15 23:46:34,,
"[crews, search, for, california, fire, victims, as, list, of, missing, grows]",2018-11-15 23:46:33,,
"[_skou, thank, you, ., it, feels, like, there's, nowhere, to, escape, to, ..., [, face, with, medical, mask, ], pretty, scary, feeling, ., fires, are, still, burning, ., [, fire, ], [, fog, ], [, fire, ], #campfire, #californiafires]",2018-11-15 23:46:31,1.0,
"[schools, across, northern, california, forced, to, close, due, to, smoke, from, the, #campfire, ., current, air, quality, index, in, sacramento, :, 311, !]",2018-11-15 23:46:19,,
"[list, :, schools, closed, in, bay, area, due, to, camp, fire, smoke]",2018-11-15 23:46:18,,
"[the, conversation, on, recovery, from, the, #woolseyfire, has, begun, ., #governorjerrybrown, and, the, us, interior, secretary, say, theylve, already, asked, the, president, for, federal, help, ., more, at, abc, 7, eyewitness, news, at, 5, .]",2018-11-15 23:46:16,,
"[thousands, of, animals, need, emergency, care, after, the, #campfire, devastated, butte, county, ,, ca, ., i'm, helping, raise, the, funds, needed, to, rescue, animals, and, provide, aid, to, communities, recovering, from, disaster, ., will, you, join, us, ?]",2018-11-15 23:46:14,,
"[it, really, looks, like, armageddon, out, here, in, sac, ,, we, are, in, the, bad, smoke, zone, from, the, camp, fire, .]",2018-11-15 23:46:12,,
"[refugees, and, immagrants, are, fine, they, can, come, here, most, of, them, are, exceptionally, hardworking, people, ., i, saw, this, image, of, migrants, working, on, a, farm, while, the, california, fire, were, rolling, out, in, the, distance, ., that, what, i, call, hard, work]",2018-11-15 23:46:12,,
"[how, did, the, camp, fire, start, ?]",2018-11-15 23:46:05,,
"[still, praying, for, all, those, who, perished, &, amp, ;, still, missing, from, #campfire, ., thank, you, to, all, ff, ,, first, reponders, &, amp, ;, volunteers, ., your, great, job, doesn't, go, unnoticed, !, [, black, heart, suit, ], [, ?, ], -, -, feeling, sad]",2018-11-15 23:46:04,,
"[first, time, driving, southbound, on, 101, since, #woolseyfire, ., so, many, beautiful, hillsides, scorched, ., [, crying, face, ]]",2018-11-15 23:45:59,0.0,
"[#campfire, #campfiremissing, #campfirejameswoods, #campfireparadise, #missing, #actionnewsnow, days, missing, !, !, robert, michael, white, ,, magalia, ., if, you, recognize, ,, please, contact, sam, white, 530-828-6296, or]",2018-11-15 23:45:45,,
"[it, is, real, out, here, in, the, town, .]",2018-11-15 23:45:42,,
"[if, there's, anyway, you, can, help, this, teacher, and, her, students, bring, some, holiday, joy, to, children, affected, by, the, camp, fire, ,, that, would, be, much, appreciated, ., [, smiling, face, with, halo, ]]",2018-11-15 23:45:38,,
"[seriously, ?, wtf, is, wrong, with, you, ?, #campfire, #campfirejameswoods, #shameonyou]",2018-11-15 23:45:35,,
"[smoke, days, are, the, new, snow, days, ., [, face, with, medical, mask, ], #campfire, #climatechange]",2018-11-15 23:45:35,0.0,
"[thursday, ,, november, 15, ,, 2018, ,, sacramento, ., ninety, miles, south, of, the, camp, fire, ., the, air, tastes, like, charred, tree, ., i, have, to, smoke, weed, to, clean, my, lungs, .]",2018-11-15 23:45:26,,
"[does, anybody, know, the, best, way, to, volunteer, in, #buttecounty, on, thanksgiving, day, ?, are, bodies, even, needed, to, feed, people, (, already, filled, out, volunteer, form, ), ., ?, ?, #californiafires, #californiawildfires, #campfire]",2018-11-15 23:45:24,,
"[#feelgoodstory, #happyending, a, california, woman, just, gave, birth, and, couldn't, move, ., strangers, saved, her, from, deadly, #campfire, #norcal, via]",2018-11-15 23:45:22,,
"[our, air, quality, has, quickly, [, face, with, medical, mask, ], deteriorated, ., now, #stagepurple, most, #sanfranciscobayarea, [, books, ], schools, closed, tomorrow, ., #campfire, [, ?, ], [, ?, ]]",2018-11-15 23:45:21,0.0,
"[smoke, from, #campfire, has, filled, up, the, sacramento, valley, &, amp, ;, #sf, #bayarea, like, a, bowl, ,, and, currently, there, is, nowhere, for, the, smoke, to, go, ...]",2018-11-15 23:45:16,,
"[thread, on, #woolseyfire, and, indigenous, environmental, science, [, white, down, pointing, backhand, index, ], [, emoji, modifier, fitzpatrick, type, -, 6, ], [, white, down, pointing, backhand, index, ], [, emoji, modifier, fitzpatrick, type, -, 6, ], [, white, down, pointing, backhand, index, ], [, emoji, modifier, fitzpatrick, type, -, 6, ]]",2018-11-15 23:45:14,0.0,
"[crews, search, for, california, fire, victims, as, list, of, missing, grows]",2018-11-15 23:45:08,,
"[_butteco, #dog, skittish, needs, animal, control, to, pick, up, or, help, #campfire, drycreek, road]",2018-11-15 23:45:07,,
"[rotary, club, of, naples, bay, :, rotary, ..., the, rotary, club, of, naples, bay, meets, every, tuesday, at, 12, noon, for, lunch, at, perkins, restaurant, 3585, pine, ridge, road, ,, naples, phone, :, 239-596-0700, if, you, enjoy, the, content, like, and, share, our, pagedo, you, have, a, student, ...]",2018-11-15 23:45:07,,
"[death, toll, in, northern, california, wildfire, on, the, rise, ,, as, the, search, for, missing, continues]",2018-11-15 23:45:05,,
"[the, hayward, fire, department, is, making, available, and, distributing, particulate, respirator, masks, in, response, to, the, heavy, smoke, moving, in, the, bay, area, from, the, camp, fire, in, butte, county, ., more, information, :]",2018-11-15 23:45:04,,
"[utility, company, that, may, be, on, the, hook, for, camp, fire, :, cost, of, damages, exceeds, our, insurance, coverage]",2018-11-15 23:45:03,,
"[this, is, the, man, who, saved, my, cat, and, my, home, !, !, !, #campfire, #paradise, #getthismanabeer]",2018-11-15 23:45:02,,
"[advisory, :, particulate, respirator, masks, available, ., the, hayward, fire, department, is, making, available, and, distributing, particulate, respirator, masks, in, response, to, the, heavy, smoke, moving, in, the, bay, area, from, the, camp, fire, in, butte, county, ., more, information, :]",2018-11-15 23:45:02,,
"[our, thoughts, are, with, the, first, responders, who, are, doing, their, part, to, battle, the, fires, ravaging, california, ., thank, you, for, being, there, when, we, need, you, ,, #firstresponders, !, #californiafires, #thankyou, #ems, #campfire]",2018-11-15 23:45:01,,
"[you, got, more, idiots, now, ., a, camp, fire, started, one, and, a, power, line, started, the, paradise, fire]",2018-11-15 23:45:00,,
"[before, the, #campfire, ,, northern, california's, vegetation, dryness, was, off, the, charts--exceeding, the, 99th, percentile, for, any, single, day, as, far, back, as, local, records, go, ., the, land, was, so, dry, ,, it, was, sucking, water, out, of, the, air, ., it, doesn't, have, to, be, this, way, .]",2018-11-15 23:45:00,,
"[we, have, a, box, set, up, at, lost, weekend, ,, please, come, by, and, drop, off, what, you, can, ., #donate, #campfire, #wildfire, #helpingothers, @, lost, weekend, lounge]",2018-11-15 23:44:53,,
"[it's, disgusting, you, me, wouldn't, even, waive, the, transfer, fee, considering, this, crisis, ., have, you, been, moving, under, a, rock, ?, google, #campfire, and, explain, to, me, why, you, refuse, to, reimburse, our, county, !]",2018-11-15 23:44:52,,
"[., study, compares, air, pollution, to, the, amount, of, cigarettes, you'd, be, smoking, in, a, day, ., since, bay, area, air, quality, is, like, beijing, right, now, it's, the, equivalent, of, smoking, 4, cigarettes, a, day, ., #abc7now, #campfire]",2018-11-15 23:44:42,,
"[progress, is, being, made, ..., thank, you, firefighters, &, amp, ;, 1st, responders, !, #campfire]",2018-11-15 23:44:32,,
"[after, a, few, days, of, lighter, wind, ,, the, weekend, looks, difficult, for, fire, crews, on, the, camp, fire, ,, as, gusty, conditions, are, back, in, the, forecast, .]",2018-11-15 23:44:31,,
"[christina, taft, was, forced, to, evacuate, the, camp, fire, in, paradise, ,, california, ,, last, week, ., her, mom, refused, to, leave, ., after, searching, for, her, for, days, ,, it, has, been, confirmed, christina's, mom, died, ., christina, joins, ...]",2018-11-15 23:44:24,,
"[you, can, usually, at, least, see, the, city, of, berkeley, in, the, distance, ., #airquality, #campfire]",2018-11-15 23:44:21,,
"[i, was, given, the, opportunity, today, to, speak, to, stacy, lange, from, wnep, about, paradise, and, surrounding, areas, that, have, been, affected, by, the, #campfire, ., sara, &, amp, ;, jenna, i, loved, seeing, your, pictures, being, reunited, with, sampson, on, tv, [, heavy, black, heart, ], [, ?, ]]",2018-11-15 23:44:17,1.0,
"[trump, to, travel, to, california, to, meet, with, victims, of, deadly, wildfiresthis, explains, the, tfr, (, temporary, flight, restrictions, ), that, have, been, added, &, amp, ;, connected, to, the, #campfire, tfr, #trump, #maga, #2a]",2018-11-15 23:44:04,,
"[camp, fire, pushes, evacuees, ,, responders, into, sacramento, hotels, via]",2018-11-15 23:44:01,,
"[california, utility, customers, may, be, on, hook, for, billions, in, wildfire, damage, -, the, new, york, times]",2018-11-15 23:44:01,,
"[please, help, support, paradise, :, quinton, &, amp, ;, josie, -, camp, fire, recovery]",2018-11-15 23:43:59,,
"[drink, more]",2018-11-15 23:43:58,,
"[damn, ., stay, indoors, ., #campfire]",2018-11-15 23:43:50,,
"[', s, new, #goes17, satellite, showing, imagery, of, the, #campfire, [, fire, ], smoke, over, northern, california, seen, from, its, new, orbital, home, at, 137.2, degw, 22,300, miles, above, the, equator, [, earth, globe, americas, ], #cawx, _west, [, satellite, ], [, ?, ]]",2018-11-15 23:43:46,1.0,
"[stewart, nugent, walked, 8, miles, to, his, home, during, the, fire, ., saved, his, home, and, his, neighbor's, !, payment, :, case, of, beer, !, !, !, !, !, !, !, send, beer, ., #campfirejameswoods, #campfire, #foundgood, interview, ....]",2018-11-15 23:43:41,,
"[he'll, go, to, the, camp, fire, area, since, those, are, where, the, conservatives, are, and, not, to, the, woolsey, fire, area, where, the, liberals, are, .]",2018-11-15 23:43:39,,
"[#sf, #airquality, look, from, nob, hill, down, into, fidi, ., aqi, >, 300, #campfire, #cafires, #nofilter, #iphonexs]",2018-11-15 23:43:36,,
"[bettendorf, natives, lose, everything, after, fighting, california's, camp, fire]",2018-11-15 23:43:35,,
"[they, also, reported, _jenner, house, burnt, down, in, #woolseyfire, which, wasn't, true, ., desperate, to, be, the, first, which, is, lowering, their, credibility, ., if, that's, possible, .]",2018-11-15 23:43:26,,
"[it's, #official, !, !, the, #california, state, bird, is, now, a, #supertanker, ., thank, you, #firefighters, ., _fire, #california, #campfire, #wildfire, #itsreallyaquail]",2018-11-15 23:43:23,,
"[mental, health, support, is, often, an, afterthought, with, everything, else, going, on, during, a, natural, disaster, but, you, deserve, help, if, you're, struggling, ., you, can, call, the, disaster, distress, hotline, at, 1-800-985-5990, or, text, 66746, if, you, need, help, ., #woolseyfire, #campfire, #californiafires]",2018-11-15 23:43:14,,
"[an, outbreak, of, the, highly, contagious, norovirus, was, reported, wednesday, at, a, shelter, housing, more, than, 150, evacuees, from, the, deadly, camp, fire, in, california, .]",2018-11-15 23:43:10,,
"[#sacramentocounty, public, health, officer, *, does, not, *, recommend, using, n95, respirator, masks, for, the, sac, co, ., area, due, to, smoke, from, the, #buttecounty, #campfire, ., effective, asap, ,, metro, fire, will, no, longer, give, out, masks, ., fmi, on, minimizing, your, risk, of, exposure, :]",2018-11-15 23:43:04,,
"[#campfire, a, message, from, the, grossman, family, (, sierra, nevada, ):, as, many, of, you, are, aware, ,, sierra, nevada, brewing, co, ., and, our, surrounding, communities, are, in, the, midst, of, dealing, with, the, ...]",2018-11-15 23:43:03,,
"[as, california's, most, destructive, wildfire, continues, to, tear, through, the, northern, parts, of, the, state, ,, sacramento's, regional, hospitals, are, pooling, resources, to, support, victims, of, the, #campfire, .]",2018-11-15 23:43:00,,
"[a, new, misery, for, camp, fire, survivors, as, a, norovirus, outbreak, hits, a, shelter]",2018-11-15 23:42:59,,
"[#tbt, to, our, first, #beadonutguru, contest, winner, :, ellis, &, amp, ;, her, 3rd, grade, class, ., her, #campfire, donut, raised, over, $, 2000, for, #childrenshospital, !, !, know, a, #nonprofit, you'd, like, ...]",2018-11-15 23:42:40,,
"[the, truth, about, the, #campfire, some, people, need, to, go, to, prison, -, jerry, brown, for, shooting, down, forest, management, -, pg, &, amp, ;, e, for, old, un-maintenanced, wires, that, sparked, the, fire, and, for, cutting, power, so, people, in, the, woods, didn't, get, a, warning, on, deadly, fire, until, it, reached, their, house]",2018-11-15 23:42:37,,
"[california, camp, fire, impacts, brewing, community]",2018-11-15 23:42:35,,
"[_gov, should, must, take, necessary, action, ., sir, the, prime, minister, pls, look, into, it, ,, #cjp, should, must, impose, article, 6, against, him, coz, being, a, minister, tourism, gb, he, lighting, fire, in, airport, ,, what, promotion, of, camp, fire, why, not, he, burn, him, self, to, lodge, big, protest, .]",2018-11-15 23:42:19,,
"[another, #woolseyfire, story, :, a, la, canada, flintridge, family, learned, the, two, bodies, found, in, malibu, were, likely, family, members, ., that, aunt, was, one, of, my, favorites, ..., and, she, was, as, smart, as, the, day, is, long, -, -, it's, horrible, ,, just, horrible, ,, via]",2018-11-15 23:42:15,,
"[#woolseyfire, [, update, ], current, situation, in, malibu, .]",2018-11-15 23:42:15,,
"[[, public, address, loudspeaker, ], [, public, address, loudspeaker, ], [, police, cars, revolving, light, ], [, police, cars, revolving, light, ], [, public, address, loudspeaker, ], [, public, address, loudspeaker, ], evacuation, update, !, #buttesheriff, #campfirejameswoods, #chico, #californiawildfires, #campfire, #disasterassistteam]",2018-11-15 23:42:14,,
"[no, relief, from, ', very, unhealthy, ', air, in, san, francisco, after, camp, fire--and, it's, getting, worse]",2018-11-15 23:42:04,,
"[air, quality, in, san, francisco, right, now, ,, i, finally, broke, down, and, ordered, a, mask, and, air, purifier, to, help, #airquality, #campfire, #sad]",2018-11-15 23:42:03,,
"[hello, all, we, will, be, accepting, donations, for, the, california, fire, victims, ,, if, possible, these, are, the, things, that, we, will, be, accepting, for, donations, [, green, heart, ], thank, you, in, advance]",2018-11-15 23:41:58,1.0,
"[cal, fire, has, lifted, some, camp, fire, evacuation, warnings, ,, orders, and, road, closures, in, the, little, chico, creek, area, ,, humbug, zone, and, forest, ranch, zone, ., more, details, in, the, link, .]",2018-11-15 23:41:52,,
"[especially, when, we, asked, where, they, were, suppose, to, go, she, had, no, answer, ., #sickenedbythis, #stopthismadnes, please, please, please, share, this, with, everyone, you, know, ., people, need, to, know, what, happening, ., #campfire, #letthemstay, #letusvolunteer]",2018-11-15 23:41:51,,
"[san, francisco, just, reported, ', very, unhealthy, ', air, quality, for, the, first, time, since, the, camp, fire, began, ,, which, means, healthy, residents, may, begin, to, experience, health, effects, from, smoke, exposure, .]",2018-11-15 23:41:47,,
"[it's, not, complaining, !, and, frankly, ,, as, someone, who's, so, far, been, unaffected, by, the, air, quality, issues, from, #woolseyfire, and, #campfire, ,, it's, the, individual, stories, that, put, into, context, the, magnitude, of, the, affect, they're, having, ., hope, you, and, yours, stay, healthy, !]",2018-11-15 23:41:46,,
"[apostolic, breakthrough, ministries, has, set, up, donations, for, #campfire, victims, displaced, in, sacramento, ., if, you, are, a, fire, victim, currently, in, sacramento, and, need, food, ,, pet, food, ,, clothing, ,, or, toiletries, ,, please, give, us, a, call, ., 916-509-0111, #californiafires, #californiawildfires]",2018-11-15 23:41:44,,
"[#campfire, #campfiremissing, #campfirejameswoods, #missing, #actionewnow, #paradisestrong, 7, days, missing, !, !, jeannie, kranich, ,, 12197, stoneridge, circle, ,, paradise, ., poc, :, corie, kranich, 775-301-3860, ., not, reg, red, cross, ., help, find, her, .]",2018-11-15 23:41:43,,
"[#campfire, #firefighters, we, love, you]",2018-11-15 23:41:42,,
"[utility, company, that, may, be, on, the, hook, for, camp, fire, :, cost, of, damages, exceeds, our, insurance, coverage]",2018-11-15 23:41:39,,
"[the, air, is, so, bad, where, i, live, -, -, 100, +, miles, from, the, #campfire--that, just, going, outside, for, 30, seconds, to, take, out, the, trash, made, my, sinuses, close, up, and, induced, immediate, coughing, ., sending, positive, vibes, to, our, neighbors, up, north, who, have, been, affected, by, this, terrible, tragedy, .]",2018-11-15 23:41:38,,
"[i, just, found, out, im, a, hoarder, my, closet, had, shit, that, i, didnt, know, i, owned, i, found, three, bodies, in, there, and, a, whole, camp, fire, ..., they, didnt, make, it]",2018-11-15 23:41:37,,
"[is, trying, 2, make, me, return, a, truck, in, chico, california, where, the, california, camp, fire, is, still, roaring, ., if, i, don't, they, will, charge, me, extra, ., they're, taking, advantage, of, people, put, out, by, the, fire, ., i, was, moving, there, but, i, have, 2, wait, until, they, contain, the, fire, ., #campfire]",2018-11-15 23:41:33,,
"[my, face, is, so, hot, and, sweaty, in, this, n95, mask, ,, but, hopefully, my, chest, won't, hurt, today, from, the, awful, air, quality, ., #campfire, #berkeley]",2018-11-15 23:41:27,,
"[_bear, the, camp, fire, wasn't, caused, from, a, campfire, ., it, was, caused, by, the, power, company, there, .]",2018-11-15 23:41:24,,
"[#sacramento, area, residents, ,, stay, indoors, !, #hazardous, #airquality, #californiawildfires, #campfire]",2018-11-15 23:41:23,,
"[a, somber, day, yesterday, ., i, was, with, loren, lighthall, ,, principal, of, paradise, high, school, ,, when, he, first, saw, the, remains, of, his, home--so, heartbreaking, ., i'll, stay, helping, to, identify, the, victims, of, this, devastating, fire, ,, hoping, to, bring, some, closure, to, the, families, ., #campfire]",2018-11-15 23:41:20,,
"[my, parents, ,, who, are, usually, extra, worried, about, any, potential, physical, harm, to, my, person, for, some, reason, ,, had, not, heard, about, the, camp, fire, &, amp, ;, air, quality, effects]",2018-11-15 23:41:16,,
"[#woolseyfire, [, update, ], current, situation, in, malibu, .]",2018-11-15 23:41:13,,
"[the, latest, celebrity, twitter, daily, !, #endthecageage, #woolseyfire]",2018-11-15 23:41:12,,
"[camp, fire, :, latest, list, of, missing, people, jumps, to, nearly, 300]",2018-11-15 23:41:08,,
"[nearly, all, the, survivors, i, interviewed, in, butte, county, were, sympathetic, and, appreciative, of, law, enforcement's, efforts, ., even, those, who, complained, about, not, getting, a, notification, to, leave, said, they, understood, how, difficult, this, situation, was, ., #campfire]",2018-11-15 23:41:06,,
"[view, from, my, apartment, today, vs, two, weeks, ago, #campfire, #airquality, #bayarea]",2018-11-15 23:41:05,,
"[please, note, that, first, photo, ?, in, the, central, valley, approximately, 145, miles, from, the, #campfire, .]",2018-11-15 23:40:56,,
"[join, me, in, supporting, southern, california, fire, relief, fund, on, pledgeling, via]",2018-11-15 23:40:53,,
"[63deg, ,, unhealthy, (, 189, aqi, ), 58, miles, from, the, camp, fireyesterday, was, very, unhealthy, (, 201, aqi, ), basically, :, this, sucks]",2018-11-15 23:40:51,,
"[not, only, is, using, the, tragedy, of, the, #campfire, to, call, a, press, conference, ,, breaking, weeklong, silence, ,, but, he, also, set, up, an, unnecessary, website, that, instead, of, donating, directly, to, takes, you, to, this, page, ., why, is, he, exploiting, a, tragedy, for, self, promotion, ?]",2018-11-15 23:40:38,,
"[ap, story, on, #campfire, :, paradise, fire, once, again, underscored, shortcomings, in, warning, systems, ., npr, intrvw, w, /, la, times, reporter, re, exit, problem, :, still, looking, for, evidence, of, alerts, over, radio, stations, ., anyody, ?]",2018-11-15 23:40:33,,
"[current, view, from, san, francisco, [, weary, face, ], [, face, with, medical, mask, ], [, biohazard, sign, ], [, ?, ], [, skull, and, crossbones, ], [, ?, ], #campfire]",2018-11-15 23:40:27,0.0,
"[#campfire, considering, it, costs, 200,000, per, hour, to, fly, air, force, one, and, millions, more, in, support, vehicles, i, would, rather, see, the, funds, go, to, butte, county, ., he, can, send, a, tweet, instead, ., what, a, joke, .]",2018-11-15 23:40:25,,
"[a, northern, #california, woman, took, home, an, unlikely, guest, this, week, -, -, a, 93, -, year-old, world, war, ii, veteran, who, wasn't, sure, if, his, home, was, still, standing, after, the, deadly, #campfire, ., #californiawildfires]",2018-11-15 23:40:14,,
"[[, fire, ], 11/15, #resources, #campfire, #paradisefire, #campfirejameswoods, [, squared, free, ], [, shower, ], at, :, 1184, east, ave, #chico, #californiafires, from, :, cleansing, hope, shower, shuttle, [, black, telephone, ], 209-324-4733, dean, [, link, symbol, ], #paradise, #disasterassistteam]",2018-11-15 23:40:09,1.0,
"[i'm, raising, money, for, camp, fire, ., click, to, donate, :, via]",2018-11-15 23:40:07,,
"[the, exact, cause, of, the, fast-moving, camp, fire, may, not, be, known, for, months, or, even, years, ., but, in, sacramento, and, on, wall, street, ,, a, reckoning, for, pg, &, amp, ;, e, may, finally, be, at, hand, .]",2018-11-15 23:40:03,,
"[why, aren't, more, people, outraged, by, this, ?, ?, ?, ?, had, a, woman, come, up, to, me, from, california, volunteers, and, tell, me, they, were, doing, this, for, the, good, of, the, evacuees, ., really, ?, ?, ?, ?, how, is, displacing, then, again, in, their, best, interest, ?, #campfire, #letthemstay]",2018-11-15 23:40:01,,
"[humanitarian, crisis, looms, after, ca, wildland, fires]",2018-11-15 23:40:01,,
"[i'm, finally, taking, my, first, time, out, tomorrow, night, ., they, camp, fire, has, drained, me, .]",2018-11-15 23:39:58,,
"[with, the, hard, work, &, amp, ;, bravery, of, our, firefighters, ,, the, california, fires, have, been, contained, to, nearly, 60, %, ., we, stand, with, our, california, brave, ., head, to, to, pick, up, our, ', california, brave, ', tee, -, -, 100, %, of, the, profits, will, go, to, the, california, fire, foundation, .]",2018-11-15 23:39:51,,
